,Domain Name,Domain Type,Agency,City,State
929,GROTONSD.GOV,City,Non-Federal Agency,Groton,SD
965,HARRISBURGSD.GOV,City,Non-Federal Agency,Harrisburg,SD
1542,NORTHSIOUXCITY-SD.GOV,City,Non-Federal Agency,N. Sioux City,SD
1890,SIOUXFALLSSD.GOV,City,Non-Federal Agency,Sioux Falls,SD
1972,STURGIS-SD.GOV,City,Non-Federal Agency,Sturgis,SD
