,Domain Name,Domain Type,Agency,City,State
461,CITYOFOMAHA-NE.GOV,City,Non-Federal Agency,Omaha,NE
593,CRETE-NE.GOV,City,Non-Federal Agency,Crete,NE
836,FREMONTNE.GOV,City,Non-Federal Agency,Fremont,NE
1367,MILFORDNE.GOV,City,Non-Federal Agency,Milford,NE
1457,NEBRASKACITYNE.GOV,City,Non-Federal Agency,Nebraska City,NE
1517,NORFOLKNE.GOV,City,Non-Federal Agency,Norfolk,NE
1575,OGALLALA-NE.GOV,City,Non-Federal Agency,Ogallala,NE
1582,OMAHA-NE.GOV,City,Non-Federal Agency,Omaha,NE
