,Domain Name,Domain Type,Agency,City,State
199,BOISEIDAHO.GOV,City,Non-Federal Agency,Boise,ID
1052,IDAHOFALLSIDAHO.GOV,City,Non-Federal Agency,Idaho Falls,ID
1128,KUNAID.GOV,City,Non-Federal Agency,Kuna,ID
1706,PRIESTRIVER-ID.GOV,City,Non-Federal Agency,Priest River,ID
1932,SPIRITLAKEID.GOV,City,Non-Federal Agency,Spirit Lake,ID
1977,SUGARCITYIDAHO.GOV,City,Non-Federal Agency,Sugar City,ID
